,Year,Change in Temperature (°C),Type,Scenario
460,1864.0,-1.0225585019179562,gcm data point,historical
461,1864.0,-1.2426661741541807,gcm data point,historical
462,1864.0,-1.8312418799151828,gcm data point,historical
463,1864.0,-1.9536820973878548,gcm data point,historical
464,1864.0,-1.4178553330649493,gcm data point,historical
465,1865.0,-0.6003583125420846,gcm data point,historical
466,1865.0,-2.4431658109945147,gcm data point,historical
467,1865.0,-2.466776994374925,gcm data point,historical
468,1865.0,-1.6598649712587985,gcm data point,historical
469,1865.0,-1.3067993249165966,gcm data point,historical
470,1865.0,1.123593826250385,gcm data point,historical
471,1865.0,0.8424234720837376,gcm data point,historical
472,1865.0,1.9560156491941143,gcm data point,historical
473,1865.0,-1.2642392735217527,gcm data point,historical
474,1865.0,-1.619050185983781,gcm data point,historical
475,1865.0,-0.8821892517661354,gcm data point,historical
476,1865.0,-1.210246940242655,gcm data point,historical
477,1865.0,-3.6289419434436923,gcm data point,historical
478,1865.0,-3.6596942119169285,gcm data point,historical
479,1865.0,-4.248202439456065,gcm data point,historical
480,1865.0,-1.340928926346976,gcm data point,historical
481,1865.0,-2.206391540021059,gcm data point,historical
482,1865.0,-2.3546775934225934,gcm data point,historical
483,1865.0,-3.0831745109269377,gcm data point,historical
484,1865.0,-2.072176307233917,gcm data point,historical
485,1865.0,-5.220172114486331,gcm data point,historical
486,1865.0,-1.851086742027519,gcm data point,historical
487,1865.0,-1.0112394216744178,gcm data point,historical
488,1865.0,-1.4677440705188474,gcm data point,historical
489,1865.0,-4.340548587255228,gcm data point,historical
490,1865.0,0.6124352197543885,gcm data point,historical
491,1865.0,-0.31758270324849036,gcm data point,historical
492,1865.0,-2.0013169759809557,gcm data point,historical
493,1865.0,-2.8109295855533674,gcm data point,historical
494,1865.0,-0.6085724324844364,gcm data point,historical
495,1865.0,-1.6138591785781955,gcm data point,historical
496,1866.0,0.13060528824490802,gcm data point,historical
497,1866.0,-2.296251504357542,gcm data point,historical
498,1866.0,-3.544702467893444,gcm data point,historical
499,1866.0,-1.0391230765316664,gcm data point,historical
500,1866.0,-1.2642334026370463,gcm data point,historical
501,1866.0,1.1730017212969983,gcm data point,historical
502,1866.0,0.5118385850394134,gcm data point,historical
503,1866.0,0.6825550404702199,gcm data point,historical
504,1866.0,-0.7321944713028188,gcm data point,historical
505,1866.0,-1.9677140826309483,gcm data point,historical
506,1866.0,-0.9425816159968008,gcm data point,historical
507,1866.0,-1.908072275474865,gcm data point,historical
508,1866.0,-3.4187421326525964,gcm data point,historical
509,1866.0,-4.32368295703418,gcm data point,historical
510,1866.0,-3.6518539836454806,gcm data point,historical
511,1866.0,-3.144854668241578,gcm data point,historical
512,1866.0,-1.3323046254064934,gcm data point,historical
513,1866.0,-2.2028461224867897,gcm data point,historical
514,1866.0,-2.568790859870205,gcm data point,historical
515,1866.0,-3.9088684463986283,gcm data point,historical
516,1866.0,-5.8030394902090165,gcm data point,historical
517,1866.0,-1.8076686912870628,gcm data point,historical
518,1866.0,0.457330970171256,gcm data point,historical
519,1866.0,-0.1912484065580884,gcm data point,historical
520,1866.0,-4.1447790483854305,gcm data point,historical
521,1866.0,3.892309368316205,gcm data point,historical
522,1866.0,-1.580229378590161,gcm data point,historical
523,1866.0,-1.4308768352155994,gcm data point,historical
524,1866.0,-1.7979363651120366,gcm data point,historical
525,1866.0,-1.6160978640708095,gcm data point,historical
526,1866.0,-1.384017668378533,gcm data point,historical
527,1867.0,0.5156587385184253,gcm data point,historical
528,1867.0,-2.805296522359072,gcm data point,historical
529,1867.0,-2.3231506043629224,gcm data point,historical
530,1867.0,-1.0049271765065555,gcm data point,historical
531,1867.0,-0.9161960845448789,gcm data point,historical
532,1867.0,0.7424416293645208,gcm data point,historical
533,1867.0,0.9944910140758907,gcm data point,historical
534,1867.0,1.343417968258791,gcm data point,historical
535,1867.0,-0.8126440630725824,gcm data point,historical
536,1867.0,-2.1865982096111907,gcm data point,historical
537,1867.0,-1.458226069772877,gcm data point,historical
538,1867.0,-2.340594877335775,gcm data point,historical
539,1867.0,-4.893390513186489,gcm data point,historical
540,1867.0,-3.7120027710803924,gcm data point,historical
541,1867.0,-3.474602891116149,gcm data point,historical
542,1867.0,-0.2841978218774557,gcm data point,historical
543,1867.0,-1.8770043768456617,gcm data point,historical
